"key";"de";"en";"de_f";"it";"es"
"TIMI_0011_PROMPT";"Wenn ich einen Ohrwurm bekomme, versuche ich ihn zu unterdrücken";"When I get an earworm I try to block it";"Wenn ich einen Ohrwurm bekomme, versuche ich ihn zu unterdrücken";"When I get an earworm I try to block it";"When I get an earworm I try to block it"
"TIMI_0012_CHOICE1";"Niemals";"Never";"Niemals";"Never";"Never"
"TIMI_0012_CHOICE2";"Selten";"Not very often";"Selten";"Not very often";"Not very often"
"TIMI_0012_CHOICE3";"Manchmal";"Sometimes";"Manchmal";"Sometimes";"Sometimes"
"TIMI_0012_CHOICE4";"Meistens";"Most of the time";"Meistens";"Most of the time";"Most of the time"
"TIMI_0012_CHOICE5";"Immer";"Always";"Immer";"Always";"Always"
"TIMI_0012_PROMPT";"Meine Ohrwürmer resultieren aus ungelösten Problemen";"My earworms result from unresolved matters";"Meine Ohrwürmer resultieren aus ungelösten Problemen";"My earworms result from unresolved matters";"My earworms result from unresolved matters"
"TIMI_0013_CHOICE1";"Niemals";"Never";"Niemals";"Never";"Never"
"TIMI_0013_CHOICE2";"Selten";"Not very often";"Selten";"Not very often";"Not very often"
"TIMI_0013_CHOICE3";"Manchmal";"Sometimes";"Manchmal";"Sometimes";"Sometimes"
"TIMI_0013_CHOICE4";"Meistens";"Most of the time";"Meistens";"Most of the time";"Most of the time"
"TIMI_0013_CHOICE5";"Immer";"Always";"Immer";"Always";"Always"
"TIMI_0013_PROMPT";"Meine Ohrwürmer helfen mir, mich auf meine aktuelle Aufgabe zu konzentrieren";"I find my earworms help me focus on the task that I am doing";"Meine Ohrwürmer helfen mir, mich auf meine aktuelle Aufgabe zu konzentrieren";"I find my earworms help me focus on the task that I am doing";"I find my earworms help me focus on the task that I am doing"
"TIMI_0014_CHOICE1";"Niemals";"Never";"Niemals";"Never";"Never"
"TIMI_0014_CHOICE2";"Selten";"Not very often";"Selten";"Not very often";"Not very often"
"TIMI_0014_CHOICE3";"Manchmal";"Sometimes";"Manchmal";"Sometimes";"Sometimes"
"TIMI_0014_CHOICE4";"Meistens";"Most of the time";"Meistens";"Most of the time";"Most of the time"
"TIMI_0014_CHOICE5";"Immer";"Always";"Immer";"Always";"Always"
"TIMI_0014_PROMPT";"Ohrwürmer zu haben ist unangenehm";"The experience of my earworms is unpleasant";"Ohrwürmer zu haben ist unangenehm";"The experience of my earworms is unpleasant";"The experience of my earworms is unpleasant"
"TIMI_0015_CHOICE1";"Niemals";"Never";"Niemals";"Never";"Never"
"TIMI_0015_CHOICE2";"Selten";"Not very often";"Selten";"Not very often";"Not very often"
"TIMI_0015_CHOICE3";"Manchmal";"Sometimes";"Manchmal";"Sometimes";"Sometimes"
"TIMI_0015_CHOICE4";"Meistens";"Most of the time";"Meistens";"Most of the time";"Most of the time"
"TIMI_0015_CHOICE5";"Immer";"Always";"Immer";"Always";"Always"
"TIMI_0015_PROMPT";"Der Rhythmus meiner Ohrwürmer passt zu meinen Bewegungen";"The rhythms of my earworms match my movements";"Der Rhythmus meiner Ohrwürmer passt zu meinen Bewegungen";"The rhythms of my earworms match my movements";"The rhythms of my earworms match my movements"
"TIMI_0016_CHOICE1";"Niemals";"Never";"Niemals";"Never";"Never"
"TIMI_0016_CHOICE2";"Selten";"Not very often";"Selten";"Not very often";"Not very often"
"TIMI_0016_CHOICE3";"Manchmal";"Sometimes";"Manchmal";"Sometimes";"Sometimes"
"TIMI_0016_CHOICE4";"Meistens";"Most of the time";"Meistens";"Most of the time";"Most of the time"
"TIMI_0016_CHOICE5";"Immer";"Always";"Immer";"Always";"Always"
"TIMI_0016_PROMPT";"Ich strenge mich an, meine Ohrwürmer loszuwerden";"I try hard to get rid of my earworms";"Ich strenge mich an, meine Ohrwürmer loszuwerden";"I try hard to get rid of my earworms";"I try hard to get rid of my earworms"
"TIMI_0017_CHOICE1";"Niemals";"Never";"Niemals";"Never";"Never"
"TIMI_0017_CHOICE2";"Selten";"Not very often";"Selten";"Not very often";"Not very often"
"TIMI_0017_CHOICE3";"Manchmal";"Sometimes";"Manchmal";"Sometimes";"Sometimes"
"TIMI_0017_CHOICE4";"Meistens";"Most of the time";"Meistens";"Most of the time";"Most of the time"
"TIMI_0017_CHOICE5";"Immer";"Always";"Immer";"Always";"Always"
"TIMI_0017_PROMPT";"Der Inhalt meiner Ohrwürmer spiegelt meine Besorgnis";"The content of my earworms mirrors my state of worry or concern";"Der Inhalt meiner Ohrwürmer spiegelt meine Besorgnis";"The content of my earworms mirrors my state of worry or concern";"The content of my earworms mirrors my state of worry or concern"
"TIMI_0018_CHOICE1";"Weniger als 5 Sekunden";"Less than 5 seconds";"Weniger als 5 Sekunden";"Less than 5 seconds";"Less than 5 seconds"
"TIMI_0018_CHOICE2";"Zwischen 5 und 10 Sekunden";"Between 5 and 10 seconds";"Zwischen 5 und 10 Sekunden";"Between 5 and 10 seconds";"Between 5 and 10 seconds"
"TIMI_0018_CHOICE3";"Zwischen 10 und 30 Sekunden";"Between 10 and 30 seconds";"Zwischen 10 und 30 Sekunden";"Between 10 and 30 seconds";"Between 10 and 30 seconds"
"TIMI_0018_CHOICE4";"Zwischen 30 Sekunden und 1 Minute";"Between 30 and 1 minute";"Zwischen 30 Sekunden und 1 Minute";"Between 30 and 1 minute";"Between 30 and 1 minute"
"TIMI_0018_CHOICE5";"Länger als 1 Minute";"More than 1 minute";"Länger als 1 Minute";"More than 1 minute";"More than 1 minute"
"TIMI_0018_PROMPT";"Ein Ohrwurm (ein bestimmter Ausschnitt einer Musik, der sich in meinem Kopf wiederholt) dauert durchschnittlich";"On average, my earworm (the section of music that is stuck) lasts:";"Ein Ohrwurm (ein bestimmter Ausschnitt einer Musik, der sich in meinem Kopf wiederholt) dauert durchschnittlich";"On average, my earworm (the section of music that is stuck) lasts:";"On average, my earworm (the section of music that is stuck) lasts:"
"TIMI_0019_CHOICE1";"Weniger als 10 Minuten";"Less than 10 minutes";"Weniger als 10 Minuten";"Less than 10 minutes";"Less than 10 minutes"
"TIMI_0019_CHOICE2";"Zwischen 10 Minuten und einer halben Stunde";"Between 10 minutes and half an hour";"Zwischen 10 Minuten und einer halben Stunde";"Between 10 minutes and half an hour";"Between 10 minutes and half an hour"
"TIMI_0019_CHOICE3";"Zwischen einer halben Stunde und 1 Stunde";"Between half an hour and 1 hour";"Zwischen einer halben Stunde und 1 Stunde";"Between half an hour and 1 hour";"Between half an hour and 1 hour"
"TIMI_0019_CHOICE4";"Zwischen 1 und 3 Stunden";"Between 1 and 3 hours";"Zwischen 1 und 3 Stunden";"Between 1 and 3 hours";"Between 1 and 3 hours"
"TIMI_0019_CHOICE5";"Länger als 3 Stunden";"More than 3 hours";"Länger als 3 Stunden";"More than 3 hours";"More than 3 hours"
"TIMI_0019_PROMPT";"Eine Ohrwurm-Episode (die Zeitspanne, in der sich ein musikalischer Ausschnitt beständig wiederholt) dauert durchschnittlich ";"On average, one earworm episode (a period of time when one particular tune gets stuck) lasts";"Eine Ohrwurm-Episode (die Zeitspanne, in der sich ein musikalischer Ausschnitt beständig wiederholt) dauert durchschnittlich ";"On average, one earworm episode (a period of time when one particular tune gets stuck) lasts";"On average, one earworm episode (a period of time when one particular tune gets stuck) lasts"
"TIMI_0020_CHOICE1";"Niemals";"Never";"Niemals";"Never";"Never"
"TIMI_0020_CHOICE2";"Selten";"Not very often";"Selten";"Not very often";"Not very often"
"TIMI_0020_CHOICE3";"Manchmal";"Sometimes";"Manchmal";"Sometimes";"Sometimes"
"TIMI_0020_CHOICE4";"Meistens";"Most of the time";"Meistens";"Most of the time";"Most of the time"
"TIMI_0020_CHOICE5";"Immer";"Always";"Immer";"Always";"Always"
"TIMI_0020_PROMPT";"Ich kann erfolgreich meine Ohrwürmer loswerden";"I can successfully get rid of my earworms";"Ich kann erfolgreich meine Ohrwürmer loswerden";"I can successfully get rid of my earworms";"I can successfully get rid of my earworms"
